,Index,Label
15971,41689,Sliding Two Fingers Left
15975,92648,Thumb Up
15976,95665,Pushing Two Fingers Away
15981,5437,Sliding Two Fingers Down
15982,31327,Turning Hand Counterclockwise
15984,18639,Rolling Hand Forward
15985,32254,Pulling Hand In
15986,75963,Shaking Hand
15987,8218,No gesture
15988,134390,Rolling Hand Forward
15992,110455,Sliding Two Fingers Right
15994,6357,Sliding Two Fingers Down
15995,99608,Sliding Two Fingers Left
15998,25430,Thumb Up
16001,64520,Rolling Hand Forward
16008,141044,Sliding Two Fingers Right
16011,86051,No gesture
16013,7597,Pushing Two Fingers Away
16016,117095,Thumb Up
16020,70935,Thumb Up
16023,72780,No gesture
16025,116043,Sliding Two Fingers Down
16026,3858,Sliding Two Fingers Down
16029,44753,Sliding Two Fingers Right
16030,70991,Sliding Two Fingers Left
16036,50725,Turning Hand Counterclockwise
16037,13481,Thumb Up
16046,105555,Rolling Hand Forward
16051,12978,Shaking Hand
16057,103192,Sliding Two Fingers Left
16058,20803,Sliding Two Fingers Left
16059,72663,Rolling Hand Forward
16061,4639,Turning Hand Counterclockwise
16067,2535,Rolling Hand Forward
16070,109012,Pulling Hand In
16075,137303,Thumb Up
16078,147576,Pulling Hand In
16080,114029,Turning Hand Counterclockwise
16081,35196,Pulling Hand In
16094,78325,Pulling Hand In
16099,115963,Thumb Up
16101,8994,Pushing Two Fingers Away
16102,140195,Rolling Hand Forward
16104,19343,Shaking Hand
16109,8079,Sliding Two Fingers Right
16111,100995,Shaking Hand
16112,139380,Pushing Two Fingers Away
16114,53740,Sliding Two Fingers Right
16119,145786,Pulling Hand In
16125,26329,Rolling Hand Forward
16131,120486,Shaking Hand
16133,83296,Pushing Two Fingers Away
16134,115847,Sliding Two Fingers Right
16136,145831,Turning Hand Counterclockwise
16139,119525,Thumb Up
16144,57568,Shaking Hand
16146,979,Sliding Two Fingers Right
16147,100896,Turning Hand Counterclockwise
16151,3615,Sliding Two Fingers Down
16153,29168,Pulling Hand In
16154,2955,Pulling Hand In
16162,130362,Pulling Hand In
16166,52104,Pushing Two Fingers Away
16170,91428,Turning Hand Counterclockwise
16175,40021,Sliding Two Fingers Right
16177,85526,Pushing Two Fingers Away
16185,25466,No gesture
16186,32778,Rolling Hand Forward
16190,82055,Thumb Up
16191,108302,Pushing Two Fingers Away
16193,34418,Thumb Up
16195,107765,Thumb Up
16197,143286,Rolling Hand Forward
16201,55589,Sliding Two Fingers Right
16208,7569,Sliding Two Fingers Down
16210,105584,Rolling Hand Forward
16212,81848,Turning Hand Counterclockwise
16216,13265,Shaking Hand
16219,12223,Sliding Two Fingers Down
16220,118178,Turning Hand Counterclockwise
16233,38105,Thumb Up
16235,46406,Sliding Two Fingers Left
16236,99458,Shaking Hand
16237,67473,Turning Hand Counterclockwise
16239,142883,Pushing Two Fingers Away
16240,40044,Rolling Hand Forward
16243,51188,Pulling Hand In
16244,113883,Pushing Two Fingers Away
16254,145975,Sliding Two Fingers Down
16256,105955,Sliding Two Fingers Right
16257,21366,Sliding Two Fingers Right
16260,119949,Pushing Two Fingers Away
16261,48664,Pulling Hand In
16264,96580,Sliding Two Fingers Left
16265,106115,Shaking Hand
16269,146458,Pushing Two Fingers Away
16273,103350,Sliding Two Fingers Down
16281,71834,Shaking Hand
16283,124609,Sliding Two Fingers Down
16284,27849,Pulling Hand In
16286,76755,Turning Hand Counterclockwise
16289,101425,No gesture
16291,55161,Turning Hand Counterclockwise
16301,67829,Thumb Up
16303,65397,Pushing Two Fingers Away
16316,113674,Thumb Up
16322,68770,Shaking Hand
16324,2908,Shaking Hand
16335,38279,Sliding Two Fingers Right
16339,30742,Sliding Two Fingers Left
16340,74985,Pushing Two Fingers Away
16345,13446,Turning Hand Counterclockwise
16347,40888,Sliding Two Fingers Right
16351,76679,Thumb Up
16353,57299,Turning Hand Counterclockwise
16356,36643,Pulling Hand In
16357,62455,Rolling Hand Forward
16363,60003,Pulling Hand In
16366,128633,Sliding Two Fingers Down
16367,11851,Rolling Hand Forward
16372,85873,Sliding Two Fingers Right
16377,28785,Sliding Two Fingers Right
16380,82577,Pulling Hand In
16384,147590,Pulling Hand In
16385,133225,Shaking Hand
16386,25366,Rolling Hand Forward
16387,144388,Sliding Two Fingers Right
16389,59933,Sliding Two Fingers Right
16393,35795,Sliding Two Fingers Right
16394,40443,Shaking Hand
16395,109192,Thumb Up
16397,4062,No gesture
16398,85066,Sliding Two Fingers Down
16403,56867,Sliding Two Fingers Down
16404,73751,Sliding Two Fingers Down
16407,142821,Shaking Hand
16409,116987,Thumb Up
16413,78951,Sliding Two Fingers Right
16419,92525,Thumb Up
16422,141929,Sliding Two Fingers Left
16423,144681,No gesture
16424,26201,Sliding Two Fingers Right
16428,5966,Turning Hand Counterclockwise
16429,99739,Shaking Hand
16430,119366,Thumb Up
16435,139725,No gesture
16438,142665,Thumb Up
16440,44406,Pulling Hand In
16447,43788,Pushing Two Fingers Away
16448,13889,Thumb Up
16450,68655,Sliding Two Fingers Right
16451,124485,Thumb Up
16452,133105,Pulling Hand In
16455,103321,Pushing Two Fingers Away
16459,4810,Turning Hand Counterclockwise
16464,127633,Shaking Hand
16466,70806,Sliding Two Fingers Down
16471,108621,Rolling Hand Forward
16473,25787,Sliding Two Fingers Right
16475,41060,Turning Hand Counterclockwise
16477,88360,Turning Hand Counterclockwise
16479,146697,No gesture
16481,100760,Pushing Two Fingers Away
16482,69125,Thumb Up
16487,122281,Shaking Hand
16490,37516,Sliding Two Fingers Left
16492,115067,Sliding Two Fingers Right
16494,65188,Sliding Two Fingers Down
16495,127244,Thumb Up
16499,99209,Shaking Hand
16500,127174,Sliding Two Fingers Left
16503,29111,No gesture
16509,121211,Shaking Hand
16515,135819,Sliding Two Fingers Left
16527,111138,Sliding Two Fingers Down
16528,147369,Turning Hand Counterclockwise
16534,116274,Pulling Hand In
16540,38910,Sliding Two Fingers Down
16541,21560,Pulling Hand In
16543,93593,Sliding Two Fingers Left
16547,4695,Shaking Hand
16548,142910,Turning Hand Counterclockwise
16554,44689,Sliding Two Fingers Left
16558,83155,Pushing Two Fingers Away
16560,120781,Turning Hand Counterclockwise
16562,41588,Turning Hand Counterclockwise
16563,46158,Pushing Two Fingers Away
16570,137501,Pulling Hand In
16572,27999,Turning Hand Counterclockwise
16574,40896,Pushing Two Fingers Away
16576,73521,Pulling Hand In
16578,69778,Rolling Hand Forward
16579,133060,Rolling Hand Forward
16581,99897,Sliding Two Fingers Left
16584,65971,Pushing Two Fingers Away
16586,123501,Thumb Up
16588,119333,No gesture
16594,14122,Pulling Hand In
16599,134447,Sliding Two Fingers Left
16602,55387,Sliding Two Fingers Down
16603,102239,Rolling Hand Forward
16609,107649,Rolling Hand Forward
16612,117787,Shaking Hand
16616,125565,Pulling Hand In
16617,31536,Thumb Up
16624,105212,Pulling Hand In
16626,64558,Sliding Two Fingers Down
16628,23539,Shaking Hand
16631,117137,Thumb Up
16632,54393,Sliding Two Fingers Right
16640,133476,Thumb Up
16644,68207,Thumb Up
16647,106760,Turning Hand Counterclockwise
16648,134320,Sliding Two Fingers Left
16652,95317,Sliding Two Fingers Left
16653,22862,Sliding Two Fingers Down
16655,46344,No gesture
16658,94065,Shaking Hand
16659,146196,No gesture
16660,134947,Rolling Hand Forward
16663,68745,No gesture
16666,75525,Pulling Hand In
16668,61831,Sliding Two Fingers Down
16669,118661,Sliding Two Fingers Down
16672,107650,No gesture
16674,6132,Pushing Two Fingers Away
16676,49529,Pulling Hand In
16677,86514,Turning Hand Counterclockwise
16683,20036,No gesture
16684,93715,No gesture
16685,40468,Pushing Two Fingers Away
16687,121815,No gesture
16689,137204,Turning Hand Counterclockwise
16691,89048,No gesture
16701,9000,No gesture
16702,30144,Pulling Hand In
16705,99000,Sliding Two Fingers Down
16706,74920,Pulling Hand In
16711,35290,Shaking Hand
16715,89982,Thumb Up
16718,82192,Turning Hand Counterclockwise
16721,9190,Shaking Hand
16722,29942,Rolling Hand Forward
16726,33024,Pushing Two Fingers Away
16730,146029,Sliding Two Fingers Right
16733,110570,Thumb Up
16736,49717,Sliding Two Fingers Right
16738,66319,Pulling Hand In
16739,38559,No gesture
16740,91998,Rolling Hand Forward
16749,15742,Thumb Up
16750,37138,Rolling Hand Forward
16752,100948,No gesture
16753,126464,Rolling Hand Forward
16755,12243,Thumb Up
16756,80964,Sliding Two Fingers Down
16759,146966,No gesture
16760,40673,Sliding Two Fingers Right
16761,86920,Pushing Two Fingers Away
16762,142801,Sliding Two Fingers Right
16764,29495,Rolling Hand Forward
16772,144557,Sliding Two Fingers Left
16773,27941,Sliding Two Fingers Right
16774,75929,Sliding Two Fingers Left
16775,118498,Sliding Two Fingers Down
16779,93547,No gesture
16782,20159,Sliding Two Fingers Down
16784,129064,Sliding Two Fingers Right
16785,73375,Pulling Hand In
16787,130592,Pushing Two Fingers Away
16792,24089,Pushing Two Fingers Away
16796,101909,Shaking Hand
16797,54942,Pushing Two Fingers Away
16799,81952,Pulling Hand In
16800,59542,Pulling Hand In
16801,79091,Sliding Two Fingers Right
16802,44467,Thumb Up
16808,79237,Sliding Two Fingers Down
16809,49957,Sliding Two Fingers Left
16812,104451,Thumb Up
16817,4653,Thumb Up
16818,27645,No gesture
16825,113320,Shaking Hand
16827,65708,Pulling Hand In
16830,29338,Pushing Two Fingers Away
16833,25452,No gesture
16834,65223,Pushing Two Fingers Away
16835,4912,Turning Hand Counterclockwise
16836,5664,Sliding Two Fingers Down
16838,140180,Pushing Two Fingers Away
16849,141002,Thumb Up
16851,8776,Pulling Hand In
16854,64667,Pushing Two Fingers Away
16863,129382,Thumb Up
16865,29062,Sliding Two Fingers Left
16868,88783,Shaking Hand
16876,61179,Pushing Two Fingers Away
16877,44474,Shaking Hand
16878,80617,Pulling Hand In
16880,8932,Sliding Two Fingers Left
16883,23553,Thumb Up
16888,136253,Sliding Two Fingers Down
16889,76359,No gesture
16898,99640,No gesture
16899,34779,Shaking Hand
16900,25207,No gesture
16903,15522,Thumb Up
16908,42844,Sliding Two Fingers Left
16909,82201,Sliding Two Fingers Down
16910,33199,Shaking Hand
16915,5752,No gesture
16918,54381,Thumb Up
16922,70769,Shaking Hand
16925,71340,Turning Hand Counterclockwise
16927,39792,Thumb Up
16928,103327,Sliding Two Fingers Down
16930,113137,Sliding Two Fingers Left
16932,40378,Sliding Two Fingers Left
16933,12507,Sliding Two Fingers Down
16936,6552,Pulling Hand In
16938,91288,Sliding Two Fingers Down
16939,129122,Pushing Two Fingers Away
16941,81496,Sliding Two Fingers Down
16942,3316,Sliding Two Fingers Left
16943,41021,Rolling Hand Forward
16944,63396,Sliding Two Fingers Down
16948,102311,No gesture
16950,585,Rolling Hand Forward
16952,127895,Sliding Two Fingers Right
16953,52744,Turning Hand Counterclockwise
16958,148006,Pulling Hand In
16963,20477,Sliding Two Fingers Right
16965,130215,Sliding Two Fingers Right
16967,69054,Sliding Two Fingers Left
16970,29381,Sliding Two Fingers Left
16972,141493,Sliding Two Fingers Right
16973,77616,Sliding Two Fingers Down
16977,40151,Shaking Hand
16979,25034,Pushing Two Fingers Away
16983,93052,Thumb Up
16985,52244,Sliding Two Fingers Right
16986,116784,Shaking Hand
16987,128879,Pulling Hand In
16988,59559,Pushing Two Fingers Away
16991,80564,Sliding Two Fingers Right
16995,33774,No gesture
16997,2614,No gesture
17000,48598,Pulling Hand In
17001,38769,Turning Hand Counterclockwise
17002,134660,Shaking Hand
17007,49312,Thumb Up
17008,37492,Sliding Two Fingers Down
17010,56320,No gesture
17012,103735,Thumb Up
17016,64511,Pushing Two Fingers Away
17020,105159,Pushing Two Fingers Away
17024,57560,Thumb Up
17028,27550,Sliding Two Fingers Left
17036,108523,Shaking Hand
17038,18828,No gesture
17041,62882,Shaking Hand
17045,21103,Sliding Two Fingers Right
17046,73452,Turning Hand Counterclockwise
17052,58237,Pushing Two Fingers Away
17053,103795,No gesture
17057,135479,No gesture
17059,28545,Sliding Two Fingers Down
17060,12698,Rolling Hand Forward
17061,107749,Thumb Up
17062,73318,Rolling Hand Forward
17069,45969,Sliding Two Fingers Right
17075,79148,No gesture
17078,89126,Pushing Two Fingers Away
17082,47901,Rolling Hand Forward
17083,139481,No gesture
17085,32947,Sliding Two Fingers Right
17086,19025,Rolling Hand Forward
17087,66891,Turning Hand Counterclockwise
17088,109879,Thumb Up
17092,65937,Pushing Two Fingers Away
17096,106217,Sliding Two Fingers Right
17100,43514,Sliding Two Fingers Down
17102,81401,Sliding Two Fingers Right
17104,128330,Shaking Hand
17105,147580,Rolling Hand Forward
17107,100301,Pushing Two Fingers Away
17108,7971,Sliding Two Fingers Right
17109,56880,Shaking Hand
17110,75954,No gesture
17111,19405,Pushing Two Fingers Away
17113,38627,Pulling Hand In
17114,57073,Sliding Two Fingers Left
17116,81597,Sliding Two Fingers Left
17126,63265,Sliding Two Fingers Left
17128,46223,Sliding Two Fingers Down
17131,96019,Thumb Up
17132,143663,Rolling Hand Forward
17133,60750,Sliding Two Fingers Down
17136,96398,Pulling Hand In
17137,25322,Sliding Two Fingers Down
17139,59698,No gesture
17145,111501,Sliding Two Fingers Left
17148,128683,Pushing Two Fingers Away
17156,18633,Sliding Two Fingers Right
17158,63191,Shaking Hand
17167,80963,Sliding Two Fingers Right
17168,114788,Sliding Two Fingers Left
17170,81060,Pulling Hand In
17171,66715,Sliding Two Fingers Down
17174,56563,Sliding Two Fingers Down
17180,78692,Thumb Up
17184,61412,Sliding Two Fingers Left
17187,94610,Thumb Up
17188,112629,Shaking Hand
17190,96722,Turning Hand Counterclockwise
17192,61983,Sliding Two Fingers Left
17193,121715,Turning Hand Counterclockwise
17196,134377,Shaking Hand
17199,8760,Pulling Hand In
17200,129989,Turning Hand Counterclockwise
17204,12445,Sliding Two Fingers Right
17206,57485,Pushing Two Fingers Away
17208,12695,Pulling Hand In
17212,75194,Rolling Hand Forward
17217,42641,Rolling Hand Forward
17219,66712,Shaking Hand
17223,123243,Pulling Hand In
17224,32453,Pulling Hand In
17226,143148,Rolling Hand Forward
17230,107512,Thumb Up
17236,60115,Sliding Two Fingers Down
17238,33994,Turning Hand Counterclockwise
17240,40555,No gesture
17247,24301,Sliding Two Fingers Down
17249,38405,Turning Hand Counterclockwise
17250,1648,Thumb Up
17251,145809,Sliding Two Fingers Right
17255,53250,Sliding Two Fingers Left
17258,133112,Sliding Two Fingers Right
17259,59989,No gesture
17265,100192,Pushing Two Fingers Away
17271,121133,Pulling Hand In
17272,129217,Pushing Two Fingers Away
17274,52356,Rolling Hand Forward
17276,82962,Pushing Two Fingers Away
17278,146271,Sliding Two Fingers Right
17284,31773,Sliding Two Fingers Down
17289,88871,Shaking Hand
17292,13055,Shaking Hand
17296,41256,Sliding Two Fingers Down
17297,111960,Sliding Two Fingers Left
17300,76687,Thumb Up
17304,94964,Sliding Two Fingers Down
17305,71831,Thumb Up
17308,109476,Pushing Two Fingers Away
17313,70078,Thumb Up
17314,35779,No gesture
17315,4900,No gesture
17320,16704,No gesture
17323,65918,Sliding Two Fingers Down
17324,132808,Sliding Two Fingers Right
17330,116912,Turning Hand Counterclockwise
17331,110130,Pulling Hand In
17334,20613,Sliding Two Fingers Left
17336,15938,Sliding Two Fingers Down
17337,103175,Rolling Hand Forward
17338,53677,Sliding Two Fingers Down
17340,72718,Sliding Two Fingers Right
17345,102446,Rolling Hand Forward
17346,89532,Pulling Hand In
17347,43392,Sliding Two Fingers Down
17350,40852,Sliding Two Fingers Down
17353,84461,Pulling Hand In
17355,35351,No gesture
17356,39089,No gesture
17358,139605,Sliding Two Fingers Left
17359,25566,Pushing Two Fingers Away
17361,58553,Sliding Two Fingers Right
17366,79278,Turning Hand Counterclockwise
17369,28515,Pulling Hand In
17371,29733,Turning Hand Counterclockwise
17373,6985,Thumb Up
17377,47181,Sliding Two Fingers Right
17379,68886,Sliding Two Fingers Down
17382,43083,Rolling Hand Forward
17383,105569,No gesture
17385,143592,Pulling Hand In
17386,122906,Thumb Up
17388,119371,Thumb Up
17389,91932,Shaking Hand
17392,110919,Sliding Two Fingers Left
17396,52553,Pulling Hand In
17412,63001,Pushing Two Fingers Away
17413,128930,Turning Hand Counterclockwise
17418,31565,Pulling Hand In
17419,107014,Sliding Two Fingers Left
17420,134842,Pulling Hand In
17421,20492,Thumb Up
17422,22983,Shaking Hand
17424,74245,Shaking Hand
17425,84211,Pulling Hand In
17433,126657,Sliding Two Fingers Down
17436,51176,Pushing Two Fingers Away
17438,61075,Sliding Two Fingers Down
17439,138769,Sliding Two Fingers Right
17445,65433,Pushing Two Fingers Away
17446,118724,Sliding Two Fingers Down
17457,65143,Shaking Hand
17464,100328,Shaking Hand
17465,51340,Sliding Two Fingers Left
17470,71600,Pushing Two Fingers Away
17472,146401,Shaking Hand
17475,117647,Sliding Two Fingers Left
17477,32620,Thumb Up
17483,2058,Pushing Two Fingers Away
17484,134027,Sliding Two Fingers Left
17485,145749,Sliding Two Fingers Left
17486,78694,Sliding Two Fingers Left
17487,145458,Shaking Hand
17488,34816,Sliding Two Fingers Left
17489,1470,Thumb Up
17492,1842,Pushing Two Fingers Away
17494,56592,Pushing Two Fingers Away
17499,43033,Shaking Hand
17502,95616,Thumb Up
17503,41605,No gesture
17505,59830,Sliding Two Fingers Down
17507,121114,Thumb Up
17509,103674,Shaking Hand
17510,29286,Sliding Two Fingers Right
17511,86176,Sliding Two Fingers Down
17516,42219,Sliding Two Fingers Right
17520,28000,Sliding Two Fingers Right
17523,31533,Thumb Up
17524,3317,Shaking Hand
17527,25134,Sliding Two Fingers Right
17529,31973,Sliding Two Fingers Left
17531,59368,Sliding Two Fingers Right
17532,47704,Rolling Hand Forward
17536,53973,Sliding Two Fingers Right
17544,29317,No gesture
17545,3487,Thumb Up
17546,75511,Thumb Up
17549,18165,Shaking Hand
17550,144223,No gesture
17551,63874,Thumb Up
17558,36679,Turning Hand Counterclockwise
17559,109532,Pushing Two Fingers Away
17570,44797,Shaking Hand
17572,59404,Shaking Hand
17575,32565,Sliding Two Fingers Down
17578,91140,Sliding Two Fingers Left
17582,71571,Shaking Hand
17586,56235,Sliding Two Fingers Left
17587,73884,Turning Hand Counterclockwise
17589,57308,Pushing Two Fingers Away
